#PIXEL  #BOARD  #CHANNEL  #MACROCELL L1  #ALL MACROCELLS  #ATTENUATION
35    0.390000    0    
36    0.590000    0    
37    0.390000    0    
38    0.590000    1    
39    0.390000    0    
40    0.590000    2    
41    0.390000    0    
42    0.590000    5    
43    0.390000    0    
44    0.590000    0    
45    0.590000    0    
46    0.390000    0    
47    0.590000    1    
48    0.590000    1    
49    0.590000    2    
50    0.390000    0    
51    0.390000    0    
52    0.390000    0    
53    0.590000    0    
54    0.390000    0    
55    0.590000    2    

#Macrocel    #Threshold    #Rate[Hz]
1    0.620000    0    
2    0.420000    0    
3    0.620000    0    
4    0.420000    0    
5    0.620000    1    
6    0.620000    0    
7    0.620000    0    
8    0.420000    0    
9    0.620000    0    
10    0.620000    0    
11    0.420000    0    
12    0.620000    1    
13    0.620000    0    
14    0.420000    0    
15    0.620000    0    
16    0.620000    0    
17    0.620000    0    
18    0.620000    0    
19    0.420000    0    
20    0.620000    0    
21    0.620000    0    
22    0.420000    0    
23    0.620000    0    
24    0.420000    0    
25    0.420000    0    
26    0.620000    0    
27    0.820000    0    
28    0.620000    0    
29    0.620000    0    
30    0.620000    0    
31    0.820000    0    
32    0.420000    0    
33    0.620000    1    
34    0.620000    0    
35    0.420000    0    
36    0.620000    0    
37    0.420000    0    
38    0.620000    1    
39    0.420000    0    
40    0.620000    0    
41    0.420000    0    
42    0.620000    1    
43    0.420000    0    
44    0.620000    0    
45    0.620000    0    
46    0.420000    0    
47    0.620000    1    
48    0.620000    1    
49    0.620000    0    
50    0.420000    0    
51    0.420000    0    
52    0.420000    0    
53    0.620000    0    
54    0.420000    0    
55    0.620000    2    

#Macrocel    #Threshold    #Rate[Hz]
1    0.650000    0    
2    0.450000    0    
3    0.650000    0    
4    0.450000    0    
5    0.650000    1    
6    0.650000    1    
7    0.650000    0    
8    0.450000    0    
9    0.650000    1    
10    0.650000    0    
11    0.450000    0    
12    0.650000    1    
13    0.650000    0    
14    0.450000    0    
15    0.650000    0    
16    0.650000    0    
17    0.650000    0    
18    0.650000    0    
19    0.450000    0    
20    0.650000    0    
21    0.650000    0    
22    0.450000    0    
23    0.650000    0    
24    0.450000    0    
25    0.450000    0    
26    0.650000    0    
27    0.850000    0    
28    0.650000    0    
29    0.650000    0    
30    0.650000    0    
31    0.850000    0    
32    0.450000    0    
33    0.650000    0    
34    0.650000    0    
35    0.450000    0    
36    0.650000    0    
37    0.450000    0    
38    0.650000    0    
39    0.450000    0    
40    0.650000    0    
41    0.450000    0    
42    0.650000    0    
43    0.450000    0    
44    0.650000    0    
45    0.650000    0    
46    0.450000    0    
47    0.650000    0    
48    0.650000    0    
49    0.650000    0    
50    0.450000    0    
51    0.450000    0    
52    0.450000    0    
53    0.650000    0    
54    0.450000    0    
55    0.650000    0    

#Macrocel    #Threshold    #Rate[Hz]
1    0.680000    0    
2    0.480000    0    
3    0.680000    0    
4    0.480000    0    
5    0.680000    0    
6    0.680000    0    
7    0.680000    0    
8    0.480000    0    
9    0.680000    0    
10    0.680000    0    
11    0.480000    0    
12    0.680000    0    
13    0.680000    0    
14    0.480000    0    
15    0.680000    0    
16    0.680000    0    
