#PIXEL  #BOARD  #CHANNEL  #MACROCELL L1  #ALL MACROCELLS  #ATTENUATION
16    0.540000    0    
17    0.540000    0    
18    0.740000    0    
19    0.740000    0    
20    0.540000    0    
21    0.540000    0    
22    0.740000    0    
23    0.740000    0    
24    0.740000    0    
25    0.740000    0    
26    0.540000    0    
27    0.740000    0    
28    0.740000    0    
29    0.540000    0    
30    0.540000    10    
31    0.940000    0    
32    0.740000    0    
33    0.540000    0    
34    0.540000    0    
35    0.740000    0    
36    0.740000    0    
37    0.740000    0    
38    0.540000    0    
39    0.940000    0    
40    0.540000    0    
41    0.940000    0    
42    0.740000    0    
43    0.740000    0    
44    0.540000    0    
45    0.740000    0    
46    0.740000    0    
47    0.740000    0    
48    0.540000    0    
49    0.740000    0    
50    0.740000    0    
51    0.740000    0    
52    0.540000    0    
53    0.740000    0    
54    0.540000    0    
55    0.540000    0    

#Macrocel    #Threshold    #Rate[Hz]
1    0.970000    0    
2    0.570000    0    
3    0.770000    0    
4    0.570000    0    
5    0.570000    0    
6    0.570000    0    
7    0.770000    0    
8    0.970000    0    
9    0.770000    0    
10    0.570000    0    
11    0.770000    0    
12    0.770000    0    
13    0.570000    0    
14    0.970000    0    
15    0.770000    1    
16    0.570000    0    
17    0.570000    0    
18    0.770000    0    
19    0.770000    0    
20    0.570000    0    
21    0.570000    0    
22    0.770000    0    
23    0.770000    0    
24    0.770000    0    
25    0.770000    0    
26    0.570000    0    
27    0.770000    0    
28    0.770000    0    
29    0.570000    0    
30    0.570000    9    
31    0.970000    0    
32    0.770000    0    
33    0.570000    0    
34    0.570000    0    
35    0.770000    0    
36    0.770000    0    
37    0.770000    0    
38    0.570000    0    
39    0.970000    0    
40    0.570000    0    
41    0.970000    0    
42    0.770000    0    
43    0.770000    0    
44    0.570000    0    
45    0.770000    0    
46    0.770000    0    
47    0.770000    0    
48    0.570000    0    
49    0.770000    0    
50    0.770000    0    
51    0.770000    0    
52    0.570000    0    
53    0.770000    0    
54    0.570000    0    
55    0.570000    0    

#Macrocel    #Threshold    #Rate[Hz]
1    1.000000    0    
2    0.600000    0    
3    0.800000    0    
4    0.600000    0    
5    0.600000    0    
6    0.600000    0    
7    0.800000    0    
8    1.000000    0    
9    0.800000    0    
10    0.600000    0    
11    0.800000    0    
12    0.800000    0    
13    0.600000    0    
14    1.000000    0    
15    0.800000    0    
16    0.600000    0    
17    0.600000    0    
18    0.800000    0    
19    0.800000    0    
20    0.600000    0    
21    0.600000    0    
22    0.800000    0    
23    0.800000    0    
24    0.800000    0    
25    0.800000    0    
26    0.600000    0    
27    0.800000    0    
28    0.800000    0    
29    0.600000    0    
30    0.600000    8    
31    1.000000    0    
32    0.800000    0    
33    0.600000    0    
34    0.600000    0    
35    0.800000    0    
36    0.800000    0    
37    0.800000    0    
38    0.600000    0    
39    1.000000    0    
40    0.600000    0    
41    1.000000    0    
42    0.800000    0    
43    0.800000    0    
44    0.600000    0    
45    0.800000    0    
46    0.800000    0    
47    0.800000    0    
48    0.600000    0    
49    0.800000    0    
50    0.800000    0    
51    0.800000    0    
52    0.600000    0    
53    0.800000    0    
54    0.600000    0    
55    0.600000    0    

#Macrocel    #Threshold    #Rate[Hz]
1    1.030000    0    
2    0.630000    0    
3    0.830000    0    
4    0.630000    0    
5    0.630000    0    
6    0.630000    0    
7    0.830000    0    
8    1.030000    0    
9    0.830000    0    
10    0.630000    0    
11    0.830000    0    
12    0.830000    0    
13    0.630000    0    
14    1.030000    0    
15    0.830000    0    
16    0.630000    0    
17    0.630000    0    
18    0.830000    0    
19    0.830000    0    
20    0.630000    0    
21    0.630000    0    
22    0.830000    0    
23    0.830000    0    
24    0.830000    0    
25    0.830000    0    
26    0.630000    0    
27    0.830000    0    
28    0.830000    0    
29    0.630000    0    
30    0.630000    6    
31    1.030000    0    
32    0.830000    0    
33    0.630000    0    
34    0.630000    0    
35    0.830000    0    
36    0.830000    0    
37    0.830000    0    
38    0.630000    0    
39    1.030000    0    
40    0.630000    0    
41    1.030000    0    
42    0.830000    0    
43    0.830000    0    
44    0.630000    0    
45    0.830000    0    
46    0.830000    0    
47    0.830000    0    
48    0.630000    0    
49    0.830000    0    
50    0.830000    0    
51    0.830000    0    
52    0.630000    0    
53    0.830000    0    
54    0.630000    0    
55    0.630000    0    

#Macrocel     #Threshold 
1    0.430000 
2    0.030000 
3    0.230000 
4    0.030000 
5    0.030000 
6    0.030000 
7    0.230000 
8    0.430000 
9    0.230000 
10    0.030000 
11    0.230000 
12    0.230000 
13    0.030000 
14    0.430000 
15    0.230000 
16    0.030000 
17    0.030000 
18    0.230000 
19    0.230000 
20    0.030000 
21    0.030000 
22    0.230000 
23    0.230000 
24    0.230000 
25    0.230000 
26    0.030000 
27    0.230000 
28    0.230000 
29    0.030000 
30    0.030000 
31    0.430000 
32    0.230000 
33    0.030000 
34    0.030000 
