#PIXEL  #BOARD  #CHANNEL  #MACROCELL L1  #ALL MACROCELLS  #ATTENUATION
428        1        12        1        1,0,0        14.000000
236        2        15        3        3,0,0        14.000000
416        2        26        7        7,0,0        14.000000
245        4        7        9        9,0,0        14.000000
107        5        4        12        12,0,0        14.000000
101        6        2        15        15,0,0        14.000000
227        7        3        18        18,0,0        14.000000
404        7        18        31        31,0,0        14.000000
113        8        26        27        27,0,0        14.000000
1        9        25        28        28,0,0        14.000000
95        10        18        30        30,0,0        14.000000
254        12        11        36        36,0,0        14.000000
440        12        26        23        23,0,0        14.000000
119        13        18        42        42,0,0        14.000000
125        14        12        45        45,0,0        14.000000
218        15        7        47        47,0,0        14.000000
263        16        31        53        53,0,0        14.000000
452        17        10        49        49,0,0        14.000000
464        17        28        55        55,0,0        14.000000
#Threshold 0.200000    25    0    25    0    0    0    25    0    25    0    0    25    0    0    25    0    0    25    0    0    0    0    25    0    0    0    25    25    0    25    25    0    0    0    0    25    0    0    0    0    0    25    0    0    25    0    25    0    25    0    0    0    25    0    25    
#Threshold 0.400000    24    0    25    0    0    0    1    0    25    0    0    7    0    0    25    0    0    9    0    0    0    0    1    0    0    0    7    22    0    3    18    0    0    0    0    24    0    0    0    0    0    23    0    0    14    0    25    0    24    0    0    0    7    0    8    
#Threshold 0.600000    4    0    2    0    0    0    0    0    3    0    0    0    0    0    4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    0    0    0    0    0    1    0    0    0    0    1    0    4    0    0    0    0    0    0    
#Macrocel    #Threshold    #Rate[Hz]
1    0.200000    25    
2    -0.000000    0    
3    0.400000    24    
4    -0.000000    0    
5    -0.000000    0    
6    -0.000000    0    
7    0.200000    25    
8    -0.000000    0    
9    0.400000    22    
10    -0.000000    0    
11    -0.000000    0    
12    0.200000    25    
13    -0.000000    0    
14    -0.000000    0    
15    0.400000    25    
16    -0.000000    0    
17    -0.000000    0    
18    0.200000    25    
19    -0.000000    0    
20    -0.000000    0    
21    -0.000000    0    
22    -0.000000    0    
23    0.200000    25    
24    -0.000000    0    
25    -0.000000    0    
26    -0.000000    0    
27    0.200000    25    
28    0.200000    25    
29    -0.000000    0    
30    0.200000    25    
31    0.200000    25    
32    -0.000000    0    
33    -0.000000    0    
34    -0.000000    0    
35    -0.000000    0    
36    0.200000    25    
37    -0.000000    0    
38    -0.000000    0    
39    -0.000000    0    
40    -0.000000    0    
41    -0.000000    0    
42    0.200000    25    
43    -0.000000    0    
44    -0.000000    0    
45    0.200000    25    
46    -0.000000    0    
47    0.400000    23    
48    -0.000000    0    
49    0.200000    25    
50    -0.000000    0    
51    -0.000000    0    
52    -0.000000    0    
53    0.200000    25    
54    -0.000000    0    
55    0.200000    25    

#Macrocel    #Threshold    #Rate[Hz]
1    0.220000    25    
2    0.020000    0    
3    0.420000    23    
4    0.020000    0    
5    0.020000    0    
6    0.020000    0    
7    0.220000    25    
8    0.020000    0    
9    0.420000    23    
10    0.020000    0    
11    0.020000    0    
12    0.220000    25    
13    0.020000    0    
14    0.020000    0    
15    0.420000    20    
16    0.020000    0    
17    0.020000    0    
18    0.220000    25    
19    0.020000    0    
20    0.020000    0    
21    0.020000    0    
22    0.020000    0    
23    0.220000    24    
24    0.020000    0    
25    0.020000    0    
26    0.020000    0    
27    0.220000    25    
28    0.220000    25    
29    0.020000    0    
30    0.220000    25    
31    0.220000    25    
32    0.020000    0    
33    0.020000    0    
34    0.020000    0    
35    0.020000    0    
36    0.220000    25    
37    0.020000    0    
38    0.020000    0    
39    0.020000    0    
40    0.020000    0    
41    0.020000    0    
42    0.220000    25    
43    0.020000    0    
44    0.020000    0    
45    0.220000    25    
46    0.020000    0    
47    0.420000    23    
48    0.020000    0    
49    0.220000    25    
50    0.020000    0    
51    0.020000    0    
52    0.020000    0    
53    0.220000    25    
54    0.020000    0    
55    0.220000    25    

#Macrocel    #Threshold    #Rate[Hz]
1    0.240000    25    
2    0.040000    0    
3    0.440000    20    
4    0.040000    0    
5    0.040000    0    
6    0.040000    0    
7    0.240000    24    
8    0.040000    0    
9    0.440000    19    
10    0.040000    0    
11    0.040000    0    
12    0.240000    25    
13    0.040000    0    
14    0.040000    0    
15    0.440000    24    
16    0.040000    0    
17    0.040000    0    
18    0.240000    25    
19    0.040000    0    
20    0.040000    0    
21    0.040000    0    
22    0.040000    0    
23    0.240000    24    
24    0.040000    0    
25    0.040000    0    
26    0.040000    0    
27    0.240000    24    
28    0.240000    25    
29    0.040000    0    
30    0.240000    25    
31    0.240000    25    
32    0.040000    0    
33    0.040000    0    
34    0.040000    0    
35    0.040000    0    
36    0.240000    25    
37    0.040000    0    
38    0.040000    0    
39    0.040000    0    
40    0.040000    0    
41    0.040000    0    
42    0.240000    25    
43    0.040000    0    
44    0.040000    0    
45    0.240000    25    
46    0.040000    0    
47    0.440000    20    
48    0.040000    0    
49    0.240000    25    
50    0.040000    0    
51    0.040000    0    
52    0.040000    0    
53    0.240000    25    
54    0.040000    0    
55    0.240000    25    

#Macrocel    #Threshold    #Rate[Hz]
1    0.260000    25    
2    0.060000    0    
3    0.460000    18    
4    0.060000    0    
5    0.060000    0    
6    0.060000    0    
7    0.260000    22    
8    0.060000    0    
9    0.460000    21    
10    0.060000    0    
11    0.060000    0    
12    0.260000    25    
13    0.060000    0    
14    0.060000    0    
15    0.460000    22    
16    0.060000    0    
17    0.060000    0    
18    0.260000    25    
19    0.060000    0    
20    0.060000    0    
21    0.060000    0    
22    0.060000    0    
23    0.260000    22    
24    0.060000    0    
25    0.060000    0    
26    0.060000    0    
27    0.260000    25    
28    0.260000    25    
29    0.060000    0    
30    0.260000    25    
31    0.260000    25    
32    0.060000    0    
33    0.060000    0    
34    0.060000    0    
35    0.060000    0    
36    0.260000    25    
37    0.060000    0    
38    0.060000    0    
39    0.060000    0    
40    0.060000    0    
41    0.060000    0    
42    0.260000    25    
43    0.060000    0    
44    0.060000    0    
45    0.260000    24    
46    0.060000    0    
47    0.460000    21    
48    0.060000    0    
49    0.260000    25    
50    0.060000    0    
51    0.060000    0    
52    0.060000    0    
53    0.260000    25    
54    0.060000    0    
55    0.260000    25    

#Macrocel    #Threshold    #Rate[Hz]
1    0.280000    25    
2    0.080000    0    
3    0.480000    14    
4    0.080000    0    
5    0.080000    0    
6    0.080000    0    
7    0.280000    24    
8    0.080000    0    
9    0.480000    14    
10    0.080000    0    
11    0.080000    0    
12    0.280000    25    
13    0.080000    0    
14    0.080000    0    
15    0.480000    20    
16    0.080000    0    
17    0.080000    0    
18    0.280000    25    
19    0.080000    0    
20    0.080000    0    
21    0.080000    0    
22    0.080000    0    
23    0.280000    19    
24    0.080000    0    
25    0.080000    0    
26    0.080000    0    
27    0.280000    25    
28    0.280000    25    
29    0.080000    0    
30    0.280000    25    
31    0.280000    25    
32    0.080000    0    
33    0.080000    0    
34    0.080000    0    
35    0.080000    0    
36    0.280000    25    
37    0.080000    0    
38    0.080000    0    
39    0.080000    0    
40    0.080000    0    
41    0.080000    0    
42    0.280000    25    
43    0.080000    0    
44    0.080000    0    
45    0.280000    24    
46    0.080000    0    
47    0.480000    18    
48    0.080000    0    
49    0.280000    25    
50    0.080000    0    
51    0.080000    0    
52    0.080000    0    
53    0.280000    25    
54    0.080000    0    
55    0.280000    25    

#Macrocel    #Threshold    #Rate[Hz]
1    0.300000    25    
2    0.100000    0    
3    0.500000    10    
4    0.100000    0    
5    0.100000    0    
6    0.100000    0    
7    0.300000    23    
8    0.100000    0    
9    0.500000    13    
10    0.100000    0    
11    0.100000    0    
